Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Label
28.70173766,31.58925043,40.00057454,135.8092086,153.1970674,164.1438624,170.8655356,Shikhara
30.69476424,32.48703298,38.21614001,138.4515599,155.6891828,165.7032654,172.6579786,Shikhara
30.06654622,33.37115693,38.83671204,136.2120007,154.4953737,165.4094868,171.4768854,Shikhara
28.66299446,32.2512296,39.07937929,131.5947118,151.1205187,162.6603483,170.0473375,Shikhara
28.66299446,32.2512296,39.07937929,131.5947118,151.1205187,162.6603483,170.0473375,Shikhara
30.9057453,31.86597769,42.18998449,134.6916094,151.6297185,160.8637173,168.74187,Shikhara
26.70876939,29.43588597,36.95390899,136.325218,153.5016494,163.1668566,169.4728691,Shikhara
27.91377327,26.4925118,29.4810826,135.6052146,154.4836204,163.7559032,168.1466739,Shikhara
27.2075231,27.40757544,29.87599269,137.0287616,155.7736936,165.6543296,170.6266907,Shikhara
21.78453545,22.14067567,25.29905218,139.8183773,155.0595537,162.1379622,168.0764069,Shikhara
23.00887008,24.39478793,32.39798024,136.3406106,152.7724738,161.5098557,170.3462531,Shikhara
24.68717373,26.47229676,34.08887162,145.0079798,161.707224,169.6315446,176.544675,Shikhara
22.25984235,26.16808908,29.86205042,140.2942517,156.7346312,166.4234178,172.1567925,Shikhara
23.81026599,24.45138004,27.87720246,142.6394952,159.9689873,167.7842809,170.6672443,Shikhara
22.68242628,26.62161165,27.91691305,140.9797161,159.1733646,169.0373874,172.2803503,Shikhara
22.68242628,26.62161165,27.91691305,140.9797161,159.1733646,169.0373874,172.2803503,Shikhara
31.75691502,31.2005146,44.29188597,136.0957641,153.9621957,163.475282,172.0722192,Shikhara
23.51105005,23.09937714,13.97466823,137.0077015,155.0838088,162.7879281,156.6432843,Shikhara
18.86573604,18.43494882,10.4239197,137.7728425,153.1561394,158.4806675,150.99506,Shikhara
19.78334764,17.59242456,11.13957882,134.7728945,151.3895403,155.4751571,150.5263924,Shikhara
22.4025168,18.34852991,11.34086733,134.3351199,152.5328386,157.4689267,149.6918884,Shikhara
20.01876039,24.65589874,13.08140221,138.7152891,153.3725351,162.0519724,155.2526864,Shikhara
20.08329333,20.29101353,10.61965528,137.7407906,152.9898185,157.8371677,147.3857831,Shikhara
19.44003483,21.46765144,9.348977589,138.282695,152.7043302,158.4542105,147.5829625,Shikhara
