Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Label
10.32913217,15.39807987,19.30853092,11.70792859,17.77744796,33.69006753,50.97984568,Ardhapataka
10.32913217,15.39807987,19.30853092,11.70792859,17.77744796,33.69006753,50.97984568,Ardhapataka
10.32913217,15.39807987,19.30853092,11.70792859,17.77744796,33.69006753,50.97984568,Ardhapataka
16.92991233,24.28355741,25.86945996,6.379974273,17.62737618,34.4519976,49.63202834,Ardhapataka
16.92991233,24.28355741,25.86945996,6.379974273,17.62737618,34.4519976,49.63202834,Ardhapataka
11.52961229,131.5834118,45.42440542,0.2691728228,7.37138942,39.58190436,46.48492711,Ardhapataka
8.726135776,9.917763963,21.25622981,16.36563095,21.81960282,29.58005395,47.45989986,Ardhapataka
8.807039258,9.340825773,24.62356479,11.21591807,16.42305016,24.56828668,42.84041244,Ardhapataka
8.807039258,9.340825773,24.62356479,11.21591807,16.42305016,24.56828668,42.84041244,Ardhapataka
8.807039258,9.340825773,24.62356479,11.21591807,16.42305016,24.56828668,42.84041244,Ardhapataka
9.941036715,9.367511504,23.90086063,12.94398725,18.73243202,26.47580549,45.44513029,Ardhapataka
9.941036715,9.367511504,23.90086063,12.94398725,18.73243202,26.47580549,45.44513029,Ardhapataka
10.04557938,14.88389166,26.40017169,6.207688991,11.9534153,28.48180892,44.28365481,Ardhapataka
8.456462385,12.13132107,19.77534197,9.473935825,13.93506344,26.69918073,44.78116302,Ardhapataka
8.456462385,12.13132107,19.77534197,9.473935825,13.93506344,26.69918073,44.78116302,Ardhapataka
Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Shikhara
23.6788987,29.3787282,35.78041035,123.4433703,142.7448983,155.2429566,162.393446,Shikhara
23.6788987,29.3787282,35.78041035,123.4433703,142.7448983,155.2429566,162.393446,Shikhara
25.91901339,30.2723383,38.01800827,116.8190155,136.6348607,150.6943857,159.2282887,Shikhara
26.46575183,31.14608139,41.50203159,118.0280831,139.0576631,151.2201937,159.7808264,Shikhara
28.38557551,33.4261349,42.66269414,114.3361899,135.3513495,147.4526098,155.195185,Shikhara
28.38557551,33.4261349,42.66269414,114.3361899,135.3513495,147.4526098,155.195185,Shikhara
28.38557551,33.4261349,42.66269414,114.3361899,135.3513495,147.4526098,155.195185,Shikhara
36.97925902,35.96538329,43.8754005,96.34955304,128.2977341,143.5824317,152.5842833,Shikhara
35.8828582,34.30570039,45.21378923,94.4908522,123.5479847,137.2192918,144.9058228,Shikhara
23.6788987,29.3787282,35.78041035,123.4433703,142.7448983,155.2429566,162.393446,Shikhara
20.47989837,38.22575762,46.84761027,69.81191315,87.12255746,101.2414788,110.0046579,Shikhara
23.49204541,41.43754542,63.96219571,79.94984111,97.47139878,110.7196362,120.1598993,Shikhara
23.49204541,41.43754542,63.96219571,79.94984111,97.47139878,110.7196362,120.1598993,Shikhara
27.63678598,39.07695914,78.81824579,71.95531805,91.24536427,103.5459031,113.5860122,Shikhara
27.63678598,39.07695914,78.81824579,71.95531805,91.24536427,103.5459031,113.5860122,Shikhara
27.63678598,39.07695914,78.81824579,71.95531805,91.24536427,103.5459031,113.5860122,Shikhara
8.995914425,27.06230197,53.13010235,97.74332218,112.6540442,124.3126787,133.3679286,Shikhara
5.40379136,13.84069549,12.91781284,94.55577533,111.2367025,123.2911438,131.3726459,Shikhara
5.40379136,13.84069549,12.91781284,94.55577533,111.2367025,123.2911438,131.3726459,Shikhara
5.40379136,13.84069549,12.91781284,94.55577533,111.2367025,123.2911438,131.3726459,Shikhara
25.71837715,29.24627555,33.30632168,123.787475,145.2468943,157.4237605,164.1973857,Shikhara
4.044485574,8.130102354,41.63353934,94.90445572,111.6048777,123.5955201,131.4236656,Shikhara
4.044485574,8.130102354,41.63353934,94.90445572,111.6048777,123.5955201,131.4236656,Shikhara
4.044485574,8.130102354,41.63353934,94.90445572,111.6048777,123.5955201,131.4236656,Shikhara
4.08561678,9.541715847,43.79816694,93.00561028,111.6599293,123.5575973,131.5815048,Shikhara
3.60373027,18.00119691,42.33699923,95.50923772,113.7840251,125.2306125,132.3491246,Shikhara
3.60373027,18.00119691,42.33699923,95.50923772,113.7840251,125.2306125,132.3491246,Shikhara
0.5635468708,16.58914162,32.47119229,98.40833609,115.5654688,125.6019543,132.1806857,Shikhara
0.5635468708,16.58914162,32.47119229,98.40833609,115.5654688,125.6019543,132.1806857,Shikhara
0.5635468708,16.58914162,32.47119229,98.40833609,115.5654688,125.6019543,132.1806857,Shikhara
9.872939494,10.7670323,7.2654469,95.08490742,111.1988062,123.7780344,132.4252648,Shikhara
26.99311096,31.04752223,35.60382008,117.2602136,139.2602441,151.9993604,158.9641636,Shikhara
16.81442657,27.29489424,35.65102241,95.13911344,111.0979496,123.3984885,131.3100795,Shikhara
25.91275549,39.12528827,48.53830453,98.77046244,117.4861258,131.6363197,141.3755431,Shikhara
25.91275549,39.12528827,48.53830453,98.77046244,117.4861258,131.6363197,141.3755431,Shikhara
20.48560619,36.21117204,45.50258167,69.15908066,85.54564968,100.8618252,111.2181928,Shikhara
20.48560619,36.21117204,45.50258167,69.15908066,85.54564968,100.8618252,111.2181928,Shikhara
20.74448867,24.17814268,33.1392839,61.84533039,81.65154084,94.06798501,103.2547394,Shikhara
20.74448867,24.17814268,33.1392839,61.84533039,81.65154084,94.06798501,103.2547394,Shikhara
26.99311096,31.04752223,35.60382008,117.2602136,139.2602441,151.9993604,158.9641636,Shikhara
35.55524241,31.07976108,35.47456979,114.5029674,148.2902802,158.7569981,164.3925191,Shikhara
35.55524241,31.07976108,35.47456979,114.5029674,148.2902802,158.7569981,164.3925191,Shikhara
35.55524241,31.07976108,35.47456979,114.5029674,148.2902802,158.7569981,164.3925191,Shikhara
22.83238987,28.64392519,34.87897771,120.890783,140.6896593,153.9154616,162.0602816,Shikhara
28.79792985,30.30439261,33.1520948,143.0591039,169.7488012,173.7580857,175.5028484,Shikhara
28.79792985,30.30439261,33.1520948,143.0591039,169.7488012,173.7580857,175.5028484,Shikhara
22.83238987,28.64392519,34.87897771,120.890783,140.6896593,153.9154616,162.0602816,Shikhara
20.1514008,23.49961636,28.51016429,147.8173682,170.6866763,178.2755869,173.2981353,Shikhara
20.1514008,23.49961636,28.51016429,147.8173682,170.6866763,178.2755869,173.2981353,Shikhara
16.78264415,19.44035547,18.60199144,129.5190071,134.8493541,136.1612419,135.8319594,Shikhara
24.74452684,29.44878171,36.96265206,118.7754492,139.7939089,151.8504487,159.2412702,Shikhara
28.88658177,22.49402886,23.03305864,119.5153656,130.3667049,140.0900651,138.7339464,Shikhara
28.88658177,22.49402886,23.03305864,119.5153656,130.3667049,140.0900651,138.7339464,Shikhara
29.69793679,27.89727103,33.75905699,124.8848169,136.501141,144.0767046,141.0623871,Shikhara
25.91901339,30.2723383,38.01800827,116.8190155,136.6348607,150.6943857,159.2282887,Shikhara
32.78360595,26.21006328,24.99622028,124.0233783,136.0574567,146.5337577,146.721612,Shikhara
32.78360595,26.21006328,24.99622028,124.0233783,136.0574567,146.5337577,146.721612,Shikhara
32.78360595,26.21006328,24.99622028,124.0233783,136.0574567,146.5337577,146.721612,Shikhara
27.94247776,21.07850312,22.40783858,116.317421,135.7886146,143.1089366,144.089653,Shikhara
27.94247776,21.07850312,22.40783858,116.317421,135.7886146,143.1089366,144.089653,Shikhara
26.80538441,23.29819194,30.72469347,113.5625894,131.758025,140.4421919,140.2599044,Shikhara
28.67794309,28.65182845,35.62723397,109.867045,128.691755,139.7754723,141.059526,Shikhara
28.67794309,28.65182845,35.62723397,109.867045,128.691755,139.7754723,141.059526,Shikhara
28.67794309,28.65182845,35.62723397,109.867045,128.691755,139.7754723,141.059526,Shikhara
31.13897244,28.62269712,33.60715039,110.6127465,130.3638267,141.3495287,141.6205202,Shikhara
